,fold-change control1 case1 lung,fold-change control1 case1 heart,fold-change control2 case2 lung,fold-change control2 case2 jejunum,fold-change control2 case2 heart,fold-change control3 case3 lung,fold-change control3 case3 liver,fold-change control4 case4 lung,fold-change control4 case4 heart,fold-change control4 case4 liver,fold-change control4 case4 kidney,fold-change control4 case4 bowel,fold-change control5 case5 lung,fold-change control5 case5 fat,fold-change control5 case5 skin,fold-change control5 case5 bowel,fold-change control5 case5 liver,fold-change control5 case5 kidney,fold-change control5 case5 heart,fold-change control5 case5 marrow
HTR2A,0.38698512703561055,inf,inf,0,0,inf,0,inf,inf,inf,,inf,inf,0,inf,inf,0,inf,inf,0
HTR2B,-0.49559385332724004,inf,-0.8922499442143174,1.7871146644079319,inf,-1.788569934065442,-0.6120331435498131,inf,inf,inf,,2.72240939378509,-1.722189443259278,inf,-3.362222567630439,0.5065809804316428,inf,inf,-1.6521714579867286,-0.9447501394345352
HTR2C,inf,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
P2RX7,1.4039298299785847,-0.19976951237577517,-0.20585524856412432,-0.6909326323967226,inf,0.09663782899295664,-3.406449009899921,1.0514905185209247,-0.8774263834175924,3.970570523137352,,-2.2999584192433584,0.6539468571779649,inf,0.17027251319657408,-3.175243059542106,-1.095192718891972,-3.0309381771726756,-3.874563879323183,-3.167142560770993
SLC2A4,inf,3.063264893458021,-1.5213973719436904,3.6284169183888664,5.132301208507878,-4.146424875864193,-2.51892373915833,0.2924986180247191,8.013877673858179,6.671010241278445,,5.826746053599832,inf,0,inf,inf,0,inf,inf,inf
STXBP5,0.08533747860515993,-0.6091604485134751,1.260361624583863,0.4976080472129393,-0.8934772326832334,-0.34171304705146777,-2.7819581449921222,3.109954130051296,-4.107724002839386,inf,,-0.7753685365016869,-0.374484664684557,inf,-0.8703694713007655,-0.8235676212606883,-4.1947283924428875,-1.6386207543939164,-1.160318361657056,-0.48531852079724025
STXBP1,1.008837768394896,0.19819447354412573,0.3429058610120084,0.8542288602664648,0.49556505806267115,-0.38516556212646635,-1.724242647135838,-0.5654823771028508,-0.7751005336489594,inf,inf,-1.0651822734510794,-0.11128651960626595,-2.3791529635803155,-1.520920313649496,-0.6309225433182907,-4.194728392442878,-1.0011908337786197,-0.6224241145926757,-3.9447501394345372
STXBP2,-0.5068528569958644,-2.861547610147763,0.33443976819216814,-2.4608128490356562,-4.382412845630606,-0.3729315572025517,-3.21491755226823,5.356792294820872,-0.6611485252101644,3.6710102412784416,inf,-5.184481201823432,-0.16076015157254533,-2.2536220814964514,-4.014299264210129,-3.657394754679476,-2.8468050890225727,-4.267977374473518,-5.11160307662402,-0.44998544768495924
STXBP4,-1.2214052757019183,-3.2359431249292583,1.0829287492367026,1.076621281602914,-1.7194478329081806,-2.0167126548728693,-3.425814334766853,3.3123981754624254,-3.9318741674399695,inf,,-0.447515607657219,-1.0653934739737347,inf,-1.8975543006269948,-1.0344644037593076,-4.253622081496457,-2.282476944168635,-3.5411401455979843,-2.003643828488109
HTR1A,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,inf,0,0
HTR1B,0,0,0,inf,0,inf,0,0,0,0,,0,inf,0,0,inf,0,0,inf,0
HTR1D,0,0,0,0,0,0,0,1.292498618024719,inf,inf,inf,inf,0,0,0,0,0,0,0,0
HTR6,0,0,0,0,0,0,0,0,0,0,,0,inf,0,0,0,0,0,0,0
HTR7,inf,0,inf,inf,0,inf,inf,inf,inf,0,,0,0,0,inf,0,0,0,0,0
TIPRL,-0.22899306659432375,-0.30829396915394386,0.7332192894006544,0.6496111406579886,-1.0089544501031698,0.06074922212009372,-1.5990940878423192,2.8245122387969137,0.5750858212799155,inf,,0.4764301521310296,-0.9757671785465954,inf,-1.051435030348274,-1.1375905180627015,-4.310205609862821,-3.3390604725350035,-1.012761173243191,-3.0602273568544716
