,7_1,7_2,7a72_1,7a72_2,7b72_1,7b72_2
CYP2U1__chr4,306.3254121,183.8794447,155.2032548,148.573465,270.5612818,172.0498804
CYP2W1__chr7,0,0,0,0,0,0.994507979
CYP39A1__chr6,49.63606214,53.13947256,53.80379498,55.28314976,93.07308095,49.72539896
CYP3A4__chr7,1265.010498,1093.998348,900.1788776,172.759843,1098.478804,969.6452797
CYP3A5__chr7,304.9072389,335.7065092,178.656191,96.74551207,305.1931259,393.8251598
CYP3A7__chr7,0,26.99147813,0,0,57.35899175,0
CYP4A11__chr1,0,1.686967383,0,3.45519686,0,0
CYP4A22__chr1,0,0,0,0,0,0
CYP4B1__chr1,29.78163729,5.90438584,40.69774236,0,69.26368815,23.8681915
CYP4F11__chr19,8.509039225,315.4629006,13.79584487,31.09677174,21.64490255,48.73089098
CYP4F12__chr19,224.0713663,150.1400971,80.01590023,17.2759843,87.66185532,98.45628994
CYP4F22__chr19,0,0,0,0,0,0
CYP4F24P__chr19,1.418173204,0,0,0,0,0
CYP4F2__chr19,19.85442486,77.60049962,28.28148198,24.18637802,54.11225637,108.4013697
CYP4F35P__chr18,0,0,11.03667589,0,0,0
CYP4F3__chr19,5.672692817,29.5219292,8.967299164,0,9.740206146,14.91761969
CYP4V2__chr4,336.1070494,378.7241775,363.5205123,348.9748828,269.4790367,229.7313432
CYP4X1__chr1,209.8896342,313.7759332,351.1042519,418.07882,233.7649475,228.7368352
CYP4Z1__chr1,0,0,14.48563711,0,0,0
CYP51A1__chr7,4270.119518,4642.534238,3685.559956,4678.336548,4424.218081,3847.751371
CYR61__chr1,75.16317982,20.2436086,133.129903,269.5053551,111.4712481,86.52219419
CYSRT1__chr9,0,2.530451074,22.07335179,10.36559058,9.740206146,0.994507979
CYSTM1__chr5,3266.052889,3489.492032,2039.025871,2539.569692,3617.945461,3279.887315
CYTH1__chr17,59.56327457,155.2009992,68.28943209,148.573465,101.731042,79.56063833
CYTH2__chr19,485.0152358,553.3253016,381.4551106,677.2185845,515.1486806,369.9569683
CYTH3__chr7,79.41769943,116.4007494,71.04860107,72.55913405,134.1983958,61.65949471
CYTH4__chr22,18.43625165,0,0,0,0,0
CYTIP__chr2,168.7626113,74.22656485,94.50153734,134.7526775,268.3967916,185.9729921
CYYR1-AS1__chr21,1.418173204,3.373934766,5.518337947,3.45519686,7.575715892,11.93409575
D21S2088E__chr21,0,0,0,0,0,0
D2HGDH__chr2,59.56327457,43.86115196,85.53423818,148.573465,75.75715892,45.74736704
DAAM1__chr14,894.8672918,921.9276748,968.4683097,1026.193467,874.4540629,884.1175935
DAB1__chr1,0,0,2.06937673,0,0,0
DAB2IP__chr9,1954.242675,1129.424663,1185.063074,1143.670161,928.5663193,1755.306583
DAB2__chr5,259.5256964,222.6796946,206.2478808,203.8566147,99.56655172,339.1272209
DACH1__chr13,68.0723138,84.34836915,42.07732685,31.09677174,104.9777774,87.51670217
DACT1__chr14,0,0,0,0,0,0
DACT2__chr6,0,99.5310756,8.27750692,0,2.164490255,0
DACT3-AS1__chr19,0,0,0,0,0,0
DAD1__chr14,1860.643244,2176.187924,1730.688739,1862.351107,1944.794494,1710.553724
DAG1__chr3,703.4139092,754.9179039,871.2076034,670.3081908,841.9867091,698.1446014
DAGLA__chr11,48.21788894,127.3660374,83.46486145,34.5519686,134.1983958,41.76933513
DAGLB__chr7,282.2164676,202.436086,189.0030747,314.4229142,176.4059558,93.48375004
DALRD3__chr3,17.01807845,25.30451074,73.80777004,34.5519686,43.2898051,60.66498673
DANCR__chr4,3535.505798,3648.910449,3088.889666,3659.053474,2897.170206,2012.88415
DAND5__chr19,0,0,0.689792243,0,0,0
DANT2__chrX,110.6175099,47.23508672,60.70171742,27.64157488,41.12531484,36.79679523
DAO__chr12,14.18173204,0,0,0,0,0
DAP3__chr1,666.5414059,533.081693,610.4661354,729.0465374,538.9580734,801.5734312
DAPK1__chr9,164.5080917,242.0798195,160.7215927,134.7526775,234.8471926,132.2695612
DAPK2__chr15,32.6179837,12.65225537,8.27750692,0,17.31592204,7.956063833
DAPK3__chr19,114.8720295,63.26127686,94.50153734,58.73834662,53.03001124,81.54965429
DAPL1__chr2,34.0361569,60.73082579,17.24480608,65.64874034,9.740206146,18.8956516
DAPP1__chr4,62.39962098,123.9921026,53.11400274,41.46236232,116.8824738,142.214641
DAP__chr5,2132.932499,1772.159236,1871.406356,1948.731029,2449.120723,1783.152807
DARS-AS1__chr2,0,1.686967383,0.689792243,0,3.246735382,1.989015958
DARS2__chr1,304.9072389,172.0706731,383.5244873,407.7132295,239.1761731,289.4018219
DARS__chr2,3857.431115,4837.378971,2918.510982,3178.781111,3489.158291,3581.223233
DAW1__chr2,0,0,0,0,0,0
DAXX__chr6,987.0485501,918.55374,595.290706,1091.842208,804.1081296,715.051237
DAZAP1__chr19,730.3592001,529.7077583,500.7891687,936.358349,422.0755997,496.2594816
DAZAP2__chr12,3586.560033,3991.364828,2887.470331,3424.100088,4063.830453,2977.55689
DBET__chr4,0,10.96528799,0.689792243,0,0,0.994507979
DBF4B__chr17,25.52711767,38.80024981,126.2319805,76.01433091,58.44123688,15.91212767
DBF4__chr7,157.4172257,227.7405967,284.1944043,300.6021268,320.3445577,244.6489629
DBIL5P2__chr2,0,0,0,0,1.082245127,0
DBIL5P__chr17,0,0,9.657091407,0,3.246735382,0
DBI__chr2,2701.619954,3171.49868,2197.678087,2812.530244,2757.560585,2624.506557
DBN1__chr5,163.0899185,214.2448576,249.7047921,145.1182681,130.9516604,194.9235639
DBNDD1__chr16,1084.902501,328.115156,380.7653183,456.0859855,321.4268028,505.2100534
DBNDD2__chr20,0,0,0.689792243,0,0,0
DBNL__chr7,307.7435853,425.9592642,346.9654984,269.5053551,382.03253,385.8690959
DBP__chr19,28.36346408,47.23508672,42.76711909,65.64874034,85.49736506,20.88466756
DBR1__chr3,177.2716505,146.7661623,193.1418281,165.8494493,189.3928973,204.8686437
DBT__chr1,177.2716505,188.9403469,402.8386701,321.333308,246.751889,227.7423272
DCAF10__chr9,944.503354,737.2047464,603.5682129,746.3225217,510.8197001,583.7761838
DCAF11__chr14,493.524275,303.6541289,326.2717311,469.9067729,369.0455884,367.9679523
DCAF12__chr9,399.9248436,291.8453573,304.8881716,494.0931509,465.3654048,204.8686437
DCAF13P3__chr15,0,0,0,0,0,0
DCAF13__chr8,504.8696607,407.402623,623.572188,590.838663,557.3562406,509.1880853
DCAF15__chr19,215.562327,273.288716,300.0596259,421.5340169,290.0416941,399.7922076
DCAF16__chr4,161.6717453,88.56578761,217.2845567,69.10393719,158.0077886,151.1652128
DCAF17__chr2,1395.482433,1335.234684,900.1788776,2238.967565,553.0272601,874.1725137
DCAF4L1__chr4,0,0,0,6.910393719,14.06918666,0
DCAF4__chr14,70.90866021,67.47869532,91.05257612,89.83511835,49.78327586,27.84622342
DCAF5__chr14,453.8154253,301.9671616,264.1904292,373.1612609,316.0155772,340.1217289
DCAF6__chr1,1127.447697,1116.772408,1138.846994,1060.745436,896.0989655,796.6008913
DCAF7__chr17,2179.732215,1783.124524,2187.331204,1997.103785,1676.397702,2109.351424
DCAF8L2__chrX,0,0,0,0,0,0
DCAF8__chr1,412.6884024,379.5676612,244.8762464,279.8709456,369.0455884,442.5560507
DCAKD__chr17,560.1784156,136.644358,292.4719112,200.4014179,168.8302399,250.6160108
DCBLD1__chr6,9.927212429,13.49573906,8.967299164,17.2759843,27.05612818,0
DCBLD2__chr3,615.4871706,782.7528657,769.8081436,787.784884,1178.564944,831.4086706
DCDC2__chr6,114.8720295,168.6967383,169.6888919,307.5125205,112.5534932,165.0883245
DCDC5__chr11,0,0,0,0,0,0
DCD__chr12,0,5.060902149,8.27750692,0,33.54959895,4.972539896
DCHS1__chr11,9.927212429,22.77405967,43.45691133,51.8279529,4.32898051,8.950571813
DCHS2__chr4,0,0,0,0,0,0
DCK__chr4,93.59943147,93.62668976,112.4361357,89.83511835,114.7179835,139.2311171
DCLK1__chr13,0,0,0,0,0,0
DCLRE1A__chr10,38.29067651,59.0438584,40.00795012,82.92472463,27.05612818,67.62654258
DCLRE1B__chr1,68.0723138,161.9488688,211.7662187,117.4766932,183.9816717,150.1707049
DCLRE1C__chr10,143.2354936,162.7923525,128.9911495,266.0501582,189.3928973,140.2256251
DCP1A__chr3,703.4139092,490.0640248,495.960623,770.5088997,741.3379123,847.3207983
DCP1B__chr12,146.07184,83.50488546,44.14670358,93.29031521,123.3759445,128.2915293
DCP2__chr5,211.3078074,291.8453573,186.2439057,362.7956703,366.8810982,271.5006783
DCPS__chr11,69.490487,143.3922276,125.5421883,55.28314976,138.5273763,67.62654258
DCST2__chr1,0,33.73934766,0,0,0,0
DCTD__chr4,1620.971972,1283.782178,1424.420983,929.4479553,1245.664142,1398.278219
DCTN1-AS1__chr2,0,0,0,0,0,0
DCTN1__chr2,5417.42164,5525.661663,6509.569401,3451.741663,2683.967916,3987.976996
DCTN2__chr12,466.5789842,511.151117,393.1815787,462.9963792,437.2270315,324.2096012
DCTN3__chr9,287.8891604,351.7326994,484.9239471,539.0107101,402.5951874,360.0118885
DCTN4__chr5,904.7945042,876.3795555,758.0816755,725.5913405,779.2164917,1266.008657
DCTN5__chr16,187.1988629,229.4275641,168.9990996,141.6630712,153.6788081,171.0553724
DCTN6__chr8,733.1955465,688.2826923,823.6119386,729.0465374,1015.145929,640.4631386
DCTPP1__chr16,388.5794579,423.4288131,488.3729083,542.465907,542.2048088,466.4242422
DCUN1D1__chr3,1350.10089,1307.399722,1216.793517,1040.014255,1170.989228,1103.903857
DCUN1D2__chr13,73.74500661,17.71315752,40.69774236,82.92472463,20.56265742,39.78031917
DCUN1D3__chr16,310.5799317,350.8892157,221.4233101,224.5877959,90.9085907,275.4787102
DCUN1D4__chr4,239.6712715,412.4635251,400.0795012,321.333308,373.3745689,307.3029656
DCUN1D5__chr11,302.0708925,288.4714225,460.7812186,359.3404734,528.1356222,454.4901465
DCXR__chr17,1406.827818,1610.210367,1543.755041,1620.487327,1491.333786,1611.102926
DCX__chrX,0,0,0,0,0,0.994507979
DDA1__chr19,1219.628956,1199.433809,645.6455398,704.8601594,695.8836169,868.2054658
DDAH1__chr1,13563.40852,13352.34684,10638.66577,6962.221672,12772.65699,12566.60282
DDAH2__chr6,297.8163729,324.7412212,229.700817,200.4014179,251.0808696,149.1761969
DDB1__chr11,1238.065207,1139.546467,1575.485484,1655.039296,1607.134014,1264.019642
DDB2__chr11,153.162706,170.3837057,151.0645013,155.4838587,164.5012594,136.2475931
DDC__chr7,606.9781314,531.3947256,426.2916064,248.7741739,620.126458,680.2434578
DDHD1__chr14,163.0899185,149.2966134,180.7255678,148.573465,156.9255435,98.45628994
DDHD2__chr8,262.3620428,149.2966134,219.3539334,148.573465,341.9894603,361.0063964
DDI2__chr1,2.836346408,0,2.06937673,0,1.082245127,0
DDIAS__chr11,75.16317982,104.5919777,173.8276453,134.7526775,123.3759445,85.52768621
DDIT3__chr12,63.81779419,163.6358361,37.93857339,10.36559058,196.9686132,104.4233378
DDIT4L__chr4,0,0,0,0,0,0
DDIT4__chr10,1257.919632,1529.235933,753.942922,805.0608683,848.4801799,949.7551201
DDN__chr12,0,0,0,0,0,0
DDOST__chr1,371.5613795,318.8368354,335.9288225,338.6092923,323.5912931,277.4677262
DDO__chr6,14.18173204,16.86967383,10.34688365,0,3.246735382,15.91212767
DDR1__chr6,887.7764258,676.4739206,846.3750826,853.4336244,782.4632271,825.4416227
DDR2__chr1,0,0,0,0,0,0
DDRGK1__chr20,347.452435,486.69009,400.0795012,362.7956703,541.1225637,306.3084576
DDT__chr22,11.34538563,6.747869532,8.27750692,6.910393719,5.411225637,12.92860373
DDX10__chr11,429.7064809,536.4556278,629.090526,798.1504746,458.871934,412.7208114
DDX11-AS1__chr12,0,0,12.41626038,0,0,0.994507979
DDX11L2__chr2,0,0.843483691,0,0,0,0
DDX11__chr12,11.34538563,9.278320606,19.31418281,13.82078744,11.9046964,17.90114363
DDX12P__chr12,0,0,0.689792243,0,0,0
DDX17__chr22,3030.636137,3239.820859,3221.329777,2985.290087,2758.64283,2963.633778
DDX18__chr2,1269.265018,1397.652477,1683.093074,2100.759691,1431.810304,1673.756929
DDX19A__chr16,236.8349251,173.7576404,206.937673,314.4229142,212.120045,286.418298
DDX19B__chr16,21.27259806,24.46102705,28.28148198,13.82078744,32.46735382,43.75835108
DDX1__chr2,721.8501609,934.5799302,928.4603596,998.5518925,923.1550937,1102.909349
DDX20__chr1,148.9081864,148.4531297,229.0110248,286.7813394,173.1592204,179.0114363
DDX21__chr10,3721.286488,2764.096057,4458.817061,4526.307886,4085.475356,4098.367382
DDX23__chr12,414.1065756,377.8806938,238.6681162,307.5125205,208.8733096,201.8851198
DDX24__chr14,1725.916789,2569.251324,3033.706286,3158.04993,2632.02015,2728.929895
DDX26B-AS1__chrX,4.254519612,0.843483691,0,10.36559058,3.246735382,1.989015958
DDX27__chr20,104.9448171,97.00062452,100.7096675,196.946221,109.3067579,54.69793885
DDX28__chr16,9.927212429,62.41779317,82.08527696,10.36559058,50.86552099,8.950571813
DDX31__chr9,5.672692817,71.69611378,145.5461634,190.0358273,72.51042353,88.51121015
DDX39A__chr19,399.9248436,393.0634002,361.4511355,328.2437017,380.9502848,305.3139496
DDX3X__chrX,1599.699374,1374.034933,1394.070124,1675.770477,1399.34295,1600.163338
DDX3Y__chrY,578.6146673,239.5493684,369.7286424,262.5949613,376.6213043,395.8141757
DDX41__chr5,290.7255068,173.7576404,191.7622437,210.7670084,143.9386019,238.681915
DDX42__chr17,329.0161834,548.2643995,434.5691133,483.7275604,359.3053823,387.8581119
DDX43__chr6,1.418173204,0,0,0,4.32898051,0.994507979
DDX46__chr5,570.1056281,603.0908394,671.1678528,597.7490567,650.4293216,497.2539896
DDX47__chr12,192.8715558,349.2022483,128.9911495,110.5662995,136.362886,218.7917554
DDX49__chr19,165.9262649,199.0621512,249.0149999,155.4838587,185.0639168,167.0773405
DDX50__chr10,442.4700397,528.8642746,549.0746257,435.3548043,437.2270315,349.0723007
DDX51__chr12,56.72692817,86.87882022,155.2032548,131.2974807,56.27674662,71.6045745
DDX52__chr17,402.76119,539.8295626,601.4988362,539.0107101,400.4306971,598.6938035
DDX54__chr12,215.562327,191.470798,273.1577284,324.7885048,235.9294378,305.3139496
DDX55__chr12,69.490487,156.0444829,197.2805816,86.37992149,178.570446,132.2695612
DDX56__chr7,208.471461,235.3319499,284.1944043,272.9605519,167.7479947,153.1542288
DDX58__chr9,485.0152358,172.9141568,170.3786841,342.0644891,1906.915914,3145.628738
DDX59__chr1,45.38154253,71.69611378,6.20813019,31.09677174,16.23367691,63.64851067
DDX5__chr17,3595.069072,3234.759957,3908.362851,2453.18977,3116.865967,3948.196677
DDX60L__chr4,123.3810688,175.4446078,147.6155401,186.5806304,938.3065254,1590.218259
DDX60__chr4,99.27212429,74.22656485,37.93857339,103.6559058,1010.816949,1607.124894
DDX6__chr11,541.742164,535.6121441,628.4007337,497.5483478,483.7635719,370.9514762
DEAF1__chr11,75.16317982,50.60902149,40.00795012,93.29031521,113.6357384,42.7638431
DECR1__chr8,619.7416902,881.4404576,581.4948612,763.598506,1048.695528,1140.700652
DECR2__chr16,75.16317982,109.6528799,165.5501384,169.3046461,104.9777774,101.4398139
DEDD2__chr19,265.1983892,131.5834559,97.26070631,217.6774022,122.2936994,189.951024
DEDD__chr1,320.5071441,172.9141568,495.960623,348.9748828,402.5951874,515.1551332
DEF6__chr6,79.41769943,76.75701593,151.7542935,290.2365362,88.74410044,94.47825802
DEF8__chr16,283.6346408,323.8977375,381.4551106,117.4766932,153.6788081,288.407314
DEFA5__chr8,0,0,0,0,2.164490255,0
DEFB132__chr20,0,0,0,0,2.164490255,0
DEFB1__chr8,0,4.217418457,0,6.910393719,0,0.994507979
DEGS1__chr1,424.033788,519.585954,445.6057892,338.6092923,533.5468478,605.6553593
DEGS2__chr14,1002.648455,937.1103812,1004.337506,518.279529,1076.833902,884.1175935
DEK__chr6,1313.228387,1445.731047,1136.087825,1243.87087,1470.771128,1267.997673
DENND1A__chr9,144.6536668,109.6528799,112.4361357,110.5662995,95.23757121,69.61555854
DENND1B__chr1,171.5989577,338.2369603,173.1378531,89.83511835,172.0769753,158.1267687
DENND1C__chr19,49.63606214,131.5834559,1.379584487,162.3942524,58.44123688,0.994507979
DENND2A__chr7,4.254519612,0.843483691,4.13875346,0,2.164490255,6.961555854
DENND2C__chr1,0,0,17.24480608,0,0,0
DENND2D__chr1,214.1441538,247.1407216,189.6928669,224.5877959,220.778006,166.0828325
DENND3__chr8,49.63606214,36.26979873,37.93857339,62.19354348,12.98694153,39.78031917
DENND4A__chr15,201.380595,108.8093962,100.7096675,279.8709456,202.3798388,72.59908248
DENND4B__chr1,110.6175099,189.7838306,161.4113849,148.573465,72.51042353,265.5336304
DENND4C__chr9,714.7592949,812.2747949,704.9676727,915.6271678,719.6930097,761.793112
DENND5A__chr11,170.1807845,94.47017345,162.1011772,86.37992149,71.42817841,100.4453059
DENND5B-AS1__chr12,0,2.530451074,0,0,0,0
DENND5B__chr12,401.3430168,314.6194169,232.459986,338.6092923,219.6957609,261.5555985
DENND6A__chr3,398.5066704,448.7333239,402.1488779,317.8781111,488.0925524,176.0279123
DENND6B__chr22,45.38154253,71.69611378,59.32213293,10.36559058,32.46735382,63.64851067
DENR__chr12,862.2493081,1107.494087,837.4077834,1185.132523,1109.301256,1141.69516
DEPDC1-AS1__chr1,0,22.77405967,34.48961217,0,15.15143178,1.989015958
DEPDC1B__chr5,106.3629903,148.4531297,205.5580885,214.2222053,158.0077886,115.3629256
DEPDC1__chr1,351.7069546,411.6200414,511.8258446,615.025041,475.1056109,452.5011305
DEPDC4__chr12,1.418173204,0.843483691,21.38355954,3.45519686,6.493470764,8.950571813
DEPDC5__chr22,42.54519612,5.90438584,21.38355954,6.910393719,47.6187856,38.78581119
DEPDC7__chr11,36.87250331,56.51340733,31.04065095,24.18637802,21.64490255,63.64851067
DEPTOR__chr8,153.162706,122.3051353,166.9297229,124.387087,132.0339055,159.1212767
DERA__chr12,344.6160886,371.9763079,314.545263,210.7670084,343.0717054,357.0283645
DERL1__chr8,801.2678603,650.3259261,744.9756228,628.8458285,813.8483358,766.7656519
DERL2__chr17,429.7064809,639.3606381,355.2430053,549.3763007,397.1839617,525.100213
DERL3__chr22,201.380595,26.99147813,35.86919666,51.8279529,70.34593328,89.50571813
DESI1__chr22,421.1974416,308.7150311,529.7604429,456.0859855,692.6368815,550.9574205
DESI2__chr1,385.7431115,302.8106452,386.2836563,352.4300797,327.9202736,315.2590294
DES__chr2,0,0,0,0,0,0
DET1__chr15,96.43577788,10.96528799,67.59963985,221.132599,72.51042353,2.983523938
DEXI__chr16,177.2716505,191.470798,214.5253877,103.6559058,206.7088193,243.6544549
DFFA__chr1,344.6160886,500.1858291,117.2646814,459.5411823,365.7988531,444.5450667
DFFB__chr1,99.27212429,46.39160303,57.2527562,138.2078744,141.7741117,75.58260642
DFNA5__chr7,199.9624218,181.3489937,106.2280055,203.8566147,146.1030922,383.88008
DFNB31__chr9,287.8891604,611.5256763,887.072825,1409.720319,123.3759445,293.3798539
DFNB59__chr2,2.836346408,5.90438584,2.759168973,17.2759843,27.05612818,24.86269948
DGAT1__chr8,2339.985787,1737.576404,1190.581412,1147.125357,1349.559674,1943.268591
DGAT2__chr11,133.3082812,189.7838306,100.0198753,342.0644891,128.7871702,65.63752663
DGCR11__chr22,107.7811635,7.591353223,22.76314403,3.45519686,15.15143178,0
DGCR14__chr22,65.23596739,45.54811934,84.15465369,38.00716546,34.63184408,23.8681915
DGCR2__chr22,771.486223,754.9179039,772.5673126,784.3296872,1114.712481,709.0841891
DGCR5__chr22,0,5.90438584,0,0,0,0
DGCR6L__chr22,12.76355884,1.686967383,2.06937673,0,2.164490255,2.983523938
DGCR6__chr22,0,0.843483691,0.689792243,0,0,0.994507979
DGCR8__chr22,49.63606214,35.42631504,74.49756228,44.91755918,94.15532608,56.68695481
DGKA__chr12,2751.256016,1780.594073,1247.144376,1240.415673,1998.90675,1598.174323
DGKB__chr7,1.418173204,0,0.689792243,0,1.082245127,0
DGKD__chr2,401.3430168,376.1937264,388.353033,366.2508671,178.570446,401.7812236
DGKE__chr17,117.7083759,97.00062452,122.7830193,228.0429927,90.9085907,102.4343219
DGKG__chr3,4.254519612,0,0,6.910393719,0,0
DGKH__chr13,106.3629903,230.2710478,166.9297229,86.37992149,149.3498276,79.56063833
DGKQ__chr4,133.3082812,87.72230391,205.5580885,348.9748828,235.9294378,155.1432448
DGKZ__chr11,255.2711767,140.8617765,267.6393904,148.573465,246.751889,192.934548
DGUOK-AS1__chr2,11.34538563,7.591353223,11.72646814,6.910393719,4.32898051,5.967047875
DGUOK__chr2,714.7592949,1110.024538,1147.124501,1147.125357,1332.243752,959.7001999
DHCR24__chr1,2676.092836,2488.27689,2746.062921,4039.125129,2864.702852,1862.713445
DHCR7__chr11,5052.951126,5207.668311,4381.56033,3033.662843,3611.45199,4089.41681
DHDDS__chr1,87.92673866,114.713782,145.5461634,62.19354348,138.5273763,74.58809844
DHDH__chr19,14.18173204,5.90438584,11.72646814,0,14.06918666,0.994507979
DHFRL1__chr3,41.12702292,53.98295626,40.69774236,17.2759843,38.96082459,36.79679523
DHFR__chr5,1525.954368,2083.404718,2439.105373,2359.899455,2683.967916,2071.560121
DHH__chr12,0,0,0,0,0,0
DHODH__chr16,15.59990525,107.1224288,72.42818555,24.18637802,70.34593328,20.88466756
DHPS__chr19,219.8168466,188.9403469,192.4520359,276.4157488,216.4490255,186.9675001
DHRS11__chr17,3518.487719,3032.323871,2108.005096,1851.985517,1660.164025,2137.197647
DHRS12__chr13,137.5628008,84.34836915,92.43216061,134.7526775,100.6487968,81.54965429
DHRS13__chr17,75.16317982,32.89586397,36.5589889,55.28314976,32.46735382,13.92311171
DHRS1__chr14,1269.265018,1573.097085,732.5593625,1451.182681,1601.722789,736.9304126
DHRS2__chr14,51.05423535,54.82643995,65.53026312,51.8279529,6.493470764,94.47825802
DHRS3__chr1,669.3777524,781.909382,393.871371,563.1970881,638.5246252,599.6883114
DHRS4-AS1__chr14,1005.484802,672.2565021,622.8823958,981.2759082,923.1550937,1335.624216
DHRS4L1__chr14,0,0,1.379584487,0,0,0
DHRS4L2__chr14,0,0,0.689792243,3.45519686,1.082245127,2.983523938
DHRS4__chr14,5.672692817,5.060902149,2.759168973,3.45519686,3.246735382,0.994507979
DHRS7B__chr17,116.2902027,99.5310756,139.3380332,114.0214964,154.7610532,121.3299735
DHRS7__chr14,1348.682717,1929.890686,1145.744916,618.4802379,1227.265974,1684.696517
DHRS9__chr2,239.6712715,356.7936015,132.4401107,138.2078744,282.4659782,381.891064
DHTKD1__chr10,733.1955465,851.9185284,897.4197086,1136.759767,596.3170652,942.7935643
DHX15__chr4,1663.517168,2060.630658,2365.297603,1910.723863,2177.477196,1964.153259
DHX16__chr6,76.58135302,77.60049962,78.63631574,110.5662995,89.82634557,121.3299735
DHX29__chr5,337.5252226,354.2631504,512.5156368,317.8781111,459.9541791,586.7597077
DHX30__chr3,279.3801212,220.9927272,271.0883516,283.3261425,297.61741,173.0443884
DHX32__chr10,236.8349251,187.2533795,254.5333378,241.8637802,198.0508583,150.1707049
DHX33__chr17,935.9943147,515.3685355,512.5156368,881.0751992,729.4332159,646.4301865
DHX34__chr19,12.76355884,55.66992364,133.129903,107.1111027,89.82634557,133.2640692
DHX35__chr20,1.418173204,256.4190422,131.0605262,172.759843,91.99083583,212.8247075
DHX36__chr3,317.6707977,521.2729213,509.7564678,421.5340169,425.3223351,708.0896812
DHX37__chr12,201.380595,82.66140177,87.60361491,82.92472463,56.27674662,40.77482715
DHX38__chr16,299.2345461,346.6717972,228.3212326,594.2938599,470.7766304,242.6599469
DHX40__chr17,473.6698502,946.3887018,627.0211492,746.3225217,493.5037781,595.7102795
DHX57__chr2,68.0723138,67.47869532,60.70171742,82.92472463,23.8093928,81.54965429
DHX58__chr17,21.27259806,6.747869532,60.70171742,0,68.18144302,181.9949602
DHX8__chr17,131.890108,102.0615267,159.3420082,152.0286618,77.92164917,131.2750533
DHX9__chr1,2477.548588,2268.127646,2585.341328,2235.512368,2462.107665,1923.378432
DIABLO__chr12,609.8144778,638.5171545,598.7396672,1057.290239,472.9411207,730.9633647
DIAPH1__chr5,625.414383,468.9769325,509.0666756,431.8996075,385.2792653,301.3359177
DIAPH2-AS1__chrX,1.418173204,0,2.06937673,0,1.082245127,1.989015958
DIAPH2__chrX,170.1807845,270.758265,162.7909694,117.4766932,188.3106522,143.209149
DIAPH3__chr13,268.0347356,376.1937264,553.9031714,635.7562222,218.6135157,591.7322476
DICER1-AS1__chr14,2.836346408,0,9.657091407,0,0,1.989015958
DICER1__chr14,388.5794579,391.3764329,584.2540301,577.0178756,298.6996552,319.2370613
DIDO1__chr20,389.9976311,798.7790558,624.2619802,1060.745436,577.918898,708.0896812
DIEXF__chr1,287.8891604,250.5146564,161.4113849,435.3548043,558.4384857,77.57162238
DIMT1__chr5,577.1964941,583.6907145,588.3927836,939.8135459,612.5507421,752.8425402
DIO1__chr1,0,0,0,0,0,0
DIO2__chr14,0,0,0,0,0,0
DIO3OS__chr14,0,0,0,0,9.740206146,4.972539896
DIP2A-IT1__chr21,0,0,0,0,0,0
DIP2A__chr21,165.9262649,395.5938513,264.1904292,183.1254336,142.8563568,93.48375004
DIP2B__chr12,269.4529088,372.8197916,446.9853737,286.7813394,432.898051,388.8526199
DIP2C__chr10,164.5080917,150.9835808,175.2072298,110.5662995,214.2845352,70.61006652
DIRAS1__chr19,0,0,0,0,0,0
DIRAS2__chr9,0,37.95676612,0,0,1.082245127,50.71990694
DIRAS3__chr1,48.21788894,53.98295626,21.38355954,58.73834662,84.41511994,113.3739096
DIRC1__chr2,0,0,0,0,1.082245127,0
DIRC2__chr3,79.41769943,226.0536293,227.6314403,96.74551207,116.8824738,110.3903857
DIRC3__chr2,0,0,0,0,1.082245127,0
DIS3L2__chr2,180.1079969,66.63521163,206.937673,252.2293708,79.0038943,97.46178196
DIS3L__chr15,103.5266439,106.2789451,128.9911495,207.3118116,114.7179835,54.69793885
DIS3__chr13,310.5799317,313.7759332,326.9615234,290.2365362,260.8210757,240.670931
DISC1-IT1__chr1,11.34538563,32.89586397,3.448961217,13.82078744,0,6.961555854
DISC1__chr1,0,0,0,0,0,0
DISC2__chr1,0,0.843483691,0,0,0,0
DISP1__chr1,82.25404584,15.18270645,53.80379498,17.2759843,16.23367691,38.78581119
DISP2__chr15,1.418173204,83.50488546,1.379584487,3.45519686,21.64490255,50.71990694
DIXDC1__chr11,56.72692817,25.30451074,126.2319805,44.91755918,538.9580734,205.8631517
DKC1__chrX,887.7764258,1310.773657,1388.551786,1876.171895,1181.811679,1172.524907
DKFZP434I0714__chr4,119.1265491,288.4714225,129.6809418,107.1111027,132.0339055,127.2970213
DKFZP434K028__chr11,1.418173204,0,0,0,0,0
DKFZP586I1420__chr7,28.36346408,95.31365714,57.2527562,55.28314976,60.60572713,70.61006652
DKK1__chr10,346.0342618,258.9494933,772.5673126,324.7885048,708.8705584,1244.129482
DKK3__chr11,5.672692817,17.71315752,68.28943209,203.8566147,46.53654048,63.64851067
DKK4__chr8,2.836346408,2.530451074,1.379584487,0,0,18.8956516
DLAT__chr11,843.8130565,1164.850978,871.2076034,1430.4515,981.5963305,513.1661173
DLC1__chr8,65.23596739,99.5310756,51.04462601,51.8279529,66.01695277,58.67597077
DLD__chr7,1091.993367,1008.806495,1462.359556,1399.354728,1301.940888,1298.827421
DLEC1__chr3,0,0,0,0,0,0
DLEU1__chr13,188.6170361,189.7838306,164.8603462,107.1111027,170.9947301,233.7093751
